set_id,user_id,date,week_index_user,week_type,acwr,session_tag,exercise_id,set_index,reps_target,reps_done,load_intended_kg,load_done_kg,rpe_done,rest_planned_sec,rir_target,feedback,workout_id
0004S0000052,4,2025-05-11,2,normal,1.2405940901652963,Pull,10,2,8,7,36.5,29.5,3.5,90.0,1.0,,381.0
0004S0000053,4,2025-05-11,2,normal,1.2405940901652963,Pull,12,1,11,12,32.0,21.5,4.0,90.0,3.0,,381.0
0004S0000054,4,2025-05-11,2,normal,1.2405940901652963,Pull,12,2,7,7,32.0,27.0,1.5,90.0,3.0,,381.0
0004S0000055,4,2025-05-11,2,normal,1.2405940901652963,Pull,12,3,10,9,32.0,24.25,3.5,90.0,3.0,,381.0
0004S0000056,4,2025-05-11,2,normal,1.2405940901652963,Pull,12,4,11,9,32.0,21.75,4.5,90.0,3.0,,381.0
0004S0000057,4,2025-05-12,3,normal,1.25,Legs,16,1,12,13,31.75,23.5,3.0,180.0,2.0,,382.0
0004S0000058,4,2025-05-12,3,normal,1.25,Legs,16,2,8,6,31.75,26.75,4.0,180.0,2.0,,382.0
0004S0000059,4,2025-05-12,3,normal,1.25,Legs,17,1,9,9,31.75,25.75,6.5,120.0,2.0,,382.0
0004S0000060,4,2025-05-12,3,normal,1.25,Legs,17,2,6,5,31.75,27.5,5.5,120.0,2.0,,382.0
0004S0000061,4,2025-05-12,3,normal,1.25,Legs,17,3,8,6,31.75,26.0,3.5,120.0,2.0,,382.0
0004S0000062,4,2025-05-12,3,normal,1.25,Legs,15,1,9,8,36.25,27.75,2.5,180.0,1.0,,382.0
0004S0000063,4,2025-05-12,3,normal,1.25,Legs,15,2,11,10,36.25,24.75,4.0,180.0,1.0,,382.0
0004S0000064,4,2025-05-12,3,normal,1.25,Legs,15,3,8,8,36.25,25.25,6.0,180.0,1.0,,382.0
0004S0000065,4,2025-05-12,3,normal,1.25,Legs,15,4,7,6,36.25,26.5,5.0,180.0,1.0,,382.0
0004S0000066,4,2025-05-12,3,normal,1.25,Legs,13,1,10,9,30.5,23.5,4.0,180.0,3.0,,382.0
0004S0000067,4,2025-05-12,3,normal,1.25,Legs,13,2,6,5,30.5,24.75,5.5,180.0,3.0,,382.0
0004S0000068,4,2025-05-12,3,normal,1.25,Legs,13,3,12,12,30.5,21.5,4.0,180.0,3.0,,382.0
0004S0000069,4,2025-05-12,3,normal,1.25,Legs,13,4,10,10,30.5,20.75,4.0,180.0,3.0,,382.0
0004S0000070,4,2025-05-19,4,normal,1.1884671077630378,Push,4,1,6,7,36.5,35.25,4.0,150.0,3.0,,383.0
0004S0000071,4,2025-05-19,4,normal,1.1884671077630378,Push,4,2,7,5,36.5,34.25,7.0,150.0,3.0,,383.0
0004S0000072,4,2025-05-19,4,normal,1.1884671077630378,Push,4,3,6,7,36.5,34.75,4.0,150.0,3.0,,383.0
0004S0000073,4,2025-05-19,4,normal,1.1884671077630378,Push,4,4,7,7,36.5,34.25,3.5,150.0,3.0,,383.0
0004S0000074,4,2025-05-19,4,normal,1.1884671077630378,Push,5,1,12,10,46.75,28.0,5.0,120.0,3.0,,383.0
0004S0000075,4,2025-05-19,4,normal,1.1884671077630378,Push,5,2,12,11,46.75,27.75,6.0,120.0,3.0,,383.0
0004S0000076,4,2025-05-19,4,normal,1.1884671077630378,Push,1,1,11,10,38.5,24.75,5.0,180.0,1.0,,383.0
0004S0000077,4,2025-05-19,4,normal,1.1884671077630378,Push,1,2,11,10,38.5,23.5,4.5,180.0,1.0,,383.0
0004S0000078,4,2025-05-19,4,normal,1.1884671077630378,Push,3,1,10,10,37.5,28.75,6.5,90.0,2.0,,383.0
0004S0000079,4,2025-05-19,4,normal,1.1884671077630378,Push,3,2,6,5,37.5,29.75,4.5,90.0,2.0,,383.0
0004S0000080,4,2025-05-19,4,normal,1.1884671077630378,Push,3,3,11,10,37.5,25.5,4.5,90.0,2.0,,383.0
0004S0000081,4,2025-05-26,5,normal,1.0965528242080202,Pull,8,1,12,11,36.5,22.25,5.0,120.0,2.0,,384.0
0004S0000082,4,2025-05-26,5,normal,1.0965528242080202,Pull,8,2,6,6,36.5,27.0,5.5,120.0,2.0,,384.0
0004S0000083,4,2025-05-26,5,normal,1.0965528242080202,Pull,8,3,12,12,36.5,21.25,4.0,120.0,2.0,,384.0
0004S0000084,4,2025-05-26,5,normal,1.0965528242080202,Pull,8,4,8,8,36.5,25.0,6.5,120.0,2.0,,384.0
0004S0000085,4,2025-05-26,5,normal,1.0965528242080202,Pull,9,1,7,7,40.25,28.5,2.0,120.0,1.0,Sentito bene,384.0
0004S0000086,4,2025-05-26,5,normal,1.0965528242080202,Pull,9,2,10,11,40.25,28.0,4.0,120.0,1.0,,384.0
0004S0000087,4,2025-05-26,5,normal,1.0965528242080202,Pull,9,3,8,7,40.25,28.0,5.5,120.0,1.0,,384.0
0004S0000088,4,2025-05-26,5,normal,1.0965528242080202,Pull,10,1,11,9,35.25,24.5,1.0,120.0,3.0,,384.0
0004S0000089,4,2025-05-26,5,normal,1.0965528242080202,Pull,10,2,6,6,35.25,28.5,3.5,120.0,3.0,,384.0
0004S0000090,4,2025-05-26,5,normal,1.0965528242080202,Pull,10,3,6,6,35.25,28.25,5.5,120.0,3.0,,384.0
0004S0000091,4,2025-05-26,5,normal,1.0965528242080202,Pull,10,4,8,8,35.25,26.0,,120.0,3.0,,384.0
0004S0000092,4,2025-05-26,5,normal,1.0965528242080202,Pull,12,1,10,9,36.75,23.75,4.0,180.0,2.0,,384.0
0004S0000093,4,2025-05-26,5,normal,1.0965528242080202,Pull,12,2,11,11,36.75,22.0,6.0,180.0,2.0,Recuperi corti,384.0
0004S0000094,4,2025-05-26,5,normal,1.0965528242080202,Pull,12,3,11,10,36.75,23.25,4.0,180.0,2.0,,384.0
0004S0000095,4,2025-06-02,6,normal,1.1404942765682615,Legs,16,1,10,11,33.25,,3.0,180.0,2.0,,385.0
0004S0000096,4,2025-06-02,6,normal,1.1404942765682615,Legs,16,2,9,8,33.25,26.25,4.5,180.0,2.0,,385.0
0004S0000097,4,2025-06-02,6,normal,1.1404942765682615,Legs,16,3,8,6,33.25,24.5,3.0,180.0,2.0,,385.0
0004S0000098,4,2025-06-02,6,normal,1.1404942765682615,Legs,17,1,12,10,36.0,22.25,3.5,180.0,3.0,,385.0
0004S0000099,4,2025-06-02,6,normal,1.1404942765682615,Legs,17,2,6,5,36.0,,4.0,180.0,3.0,,385.0
0004S0000100,4,2025-06-02,6,normal,1.1404942765682615,Legs,17,3,6,6,36.0,,4.0,180.0,3.0,,385.0
0004S0000101,4,2025-06-02,6,normal,1.1404942765682615,Legs,15,1,12,12,36.25,23.5,3.5,120.0,1.0,,385.0
0004S0000102,4,2025-06-02,6,normal,1.1404942765682615,Legs,15,2,12,11,36.25,23.5,3.5,120.0,1.0,,385.0
0004S0000103,4,2025-06-02,6,normal,1.1404942765682615,Legs,15,3,8,7,36.25,25.5,4.5,120.0,1.0,,385.0
0004S0000104,4,2025-06-02,6,normal,1.1404942765682615,Legs,13,1,11,11,34.75,21.25,,150.0,3.0,,385.0
0004S0000105,4,2025-06-02,6,normal,1.1404942765682615,Legs,13,2,10,9,34.75,23.0,4.5,150.0,3.0,,385.0
0004S0000106,4,2025-06-02,6,normal,1.1404942765682615,Legs,13,3,7,6,34.75,23.75,5.5,150.0,3.0,,385.0
0004S0000107,4,2025-06-02,6,normal,1.1404942765682615,Legs,13,4,11,10,34.75,21.0,5.0,150.0,3.0,,385.0
0004S0000108,4,2025-06-02,6,normal,1.1404942765682615,Legs,13,5,12,10,34.75,20.75,4.0,150.0,3.0,,385.0
0004S0000109,4,2025-06-04,6,normal,1.1404942765682615,Push,4,1,9,7,41.0,32.25,2.5,150.0,2.0,,386.0
0004S0000110,4,2025-06-04,6,normal,1.1404942765682615,Push,4,2,9,9,41.0,31.5,4.5,150.0,2.0,,386.0
0004S0000111,4,2025-06-04,6,normal,1.1404942765682615,Push,4,3,6,6,41.0,37.0,4.0,150.0,2.0,,386.0
0004S0000112,4,2025-06-04,6,normal,1.1404942765682615,Push,5,1,9,8,45.0,32.0,2.5,90.0,3.0,,386.0
0004S0000113,4,2025-06-04,6,normal,1.1404942765682615,Push,5,2,8,7,45.0,30.25,4.0,90.0,3.0,,386.0
0004S0000114,4,2025-06-04,6,normal,1.1404942765682615,Push,5,3,9,7,45.0,31.25,4.5,90.0,3.0,,386.0
0004S0000115,4,2025-06-04,6,normal,1.1404942765682615,Push,1,1,11,11,36.5,24.0,6.5,150.0,1.0,,386.0
0004S0000116,4,2025-06-04,6,normal,1.1404942765682615,Push,1,2,8,7,36.5,26.75,3.5,150.0,1.0,,386.0
0004S0000117,4,2025-06-04,6,normal,1.1404942765682615,Push,1,3,12,12,36.5,24.0,6.0,150.0,1.0,,386.0
0004S0000118,4,2025-06-04,6,normal,1.1404942765682615,Push,1,4,11,11,36.5,23.75,5.0,150.0,1.0,,386.0
0004S0000119,4,2025-06-04,6,normal,1.1404942765682615,Push,1,5,10,8,36.5,24.5,4.0,150.0,1.0,,386.0
0004S0000120,4,2025-06-04,6,normal,1.1404942765682615,Push,3,1,8,8,42.75,26.75,5.5,120.0,2.0,,386.0
0004S0000121,4,2025-06-04,6,normal,1.1404942765682615,Push,3,2,6,6,42.75,27.0,5.0,120.0,2.0,,386.0
0004S0000122,4,2025-06-04,6,normal,1.1404942765682615,Push,3,3,12,11,42.75,24.5,4.0,120.0,2.0,,386.0
0004S0000123,4,2025-06-04,6,normal,1.1404942765682615,Push,3,4,10,12,42.75,26.0,3.5,120.0,2.0,,386.0
0004S0000124,4,2025-06-04,6,normal,1.1404942765682615,Push,3,5,7,6,42.75,27.25,5.0,120.0,2.0,,386.0
0004S0000125,4,2025-06-09,7,normal,0.9504511256221392,Pull,8,1,10,10,33.0,26.0,4.5,180.0,1.0,,387.0
0004S0000126,4,2025-06-09,7,normal,0.9504511256221392,Pull,8,2,9,8,33.0,25.0,4.5,180.0,1.0,,387.0
0004S0000127,4,2025-06-09,7,normal,0.9504511256221392,Pull,8,3,8,8,33.0,25.5,5.5,180.0,1.0,,387.0
0004S0000128,4,2025-06-09,7,normal,0.9504511256221392,Pull,9,1,11,11,37.75,22.75,3.0,180.0,3.0,,387.0
0004S0000129,4,2025-06-09,7,normal,0.9504511256221392,Pull,9,2,12,12,37.75,23.75,4.5,180.0,3.0,,387.0
0004S0000130,4,2025-06-09,7,normal,0.9504511256221392,Pull,9,3,9,9,37.75,26.5,3.5,180.0,3.0,,387.0
0004S0000131,4,2025-06-09,7,normal,0.9504511256221392,Pull,10,1,12,11,33.25,23.5,4.5,180.0,3.0,,387.0
0004S0000132,4,2025-06-09,7,normal,0.9504511256221392,Pull,10,2,12,12,33.25,23.5,4.5,180.0,3.0,Sentito bene,387.0
0004S0000133,4,2025-06-09,7,normal,0.9504511256221392,Pull,10,3,11,9,33.25,23.25,2.0,180.0,3.0,,387.0
0004S0000134,4,2025-06-09,7,normal,0.9504511256221392,Pull,12,1,11,10,30.25,22.0,5.0,90.0,3.0,,387.0
0004S0000135,4,2025-06-09,7,normal,0.9504511256221392,Pull,12,2,12,11,30.25,21.25,3.5,90.0,3.0,,387.0
0004S0000136,4,2025-06-10,7,normal,0.9504511256221392,Legs,16,1,11,11,35.0,22.5,6.5,150.0,2.0,,388.0
0004S0000137,4,2025-06-10,7,normal,0.9504511256221392,Legs,17,1,8,8,34.0,26.0,3.5,90.0,1.0,,388.0
0004S0000138,4,2025-06-10,7,normal,0.9504511256221392,Legs,17,2,6,7,34.0,27.0,6.5,90.0,1.0,,388.0
0004S0000139,4,2025-06-10,7,normal,0.9504511256221392,Legs,15,1,9,7,31.5,24.75,1.5,180.0,2.0,,388.0
0004S0000140,4,2025-06-10,7,normal,0.9504511256221392,Legs,15,2,12,9,31.5,21.75,2.5,180.0,2.0,,388.0
0004S0000141,4,2025-06-10,7,normal,0.9504511256221392,Legs,15,3,7,8,31.5,24.5,4.5,180.0,2.0,,388.0
0004S0000142,4,2025-06-10,7,normal,0.9504511256221392,Legs,13,1,8,8,31.25,24.75,2.5,120.0,1.0,,388.0
0004S0000143,4,2025-06-10,7,normal,0.9504511256221392,Legs,13,2,7,7,31.25,25.25,3.5,120.0,1.0,Recuperi corti,388.0
0004S0000144,4,2025-06-10,7,normal,0.9504511256221392,Legs,13,3,12,11,31.25,21.75,3.0,120.0,1.0,,388.0
0004S0000145,4,2025-06-15,7,normal,0.9504511256221392,Push,4,1,9,9,52.0,31.0,2.5,180.0,1.0,,389.0
0004S0000146,4,2025-06-15,7,normal,0.9504511256221392,Push,4,2,11,11,52.0,32.25,6.5,180.0,1.0,,389.0
0004S0000147,4,2025-06-15,7,normal,0.9504511256221392,Push,5,1,10,9,36.25,28.5,1.0,180.0,3.0,,389.0
0004S0000148,4,2025-06-15,7,normal,0.9504511256221392,Push,5,2,10,11,36.25,29.75,2.5,180.0,3.0,,389.0
0004S0000149,4,2025-06-15,7,normal,0.9504511256221392,Push,5,3,12,13,36.25,26.5,3.0,180.0,3.0,,389.0
0004S0000150,4,2025-06-15,7,normal,0.9504511256221392,Push,1,1,10,10,38.75,25.5,3.5,180.0,1.0,,389.0
0004S0000151,4,2025-06-15,7,normal,0.9504511256221392,Push,1,2,8,9,38.75,28.5,3.5,180.0,1.0,,389.0
0004S0000152,4,2025-06-15,7,normal,0.9504511256221392,Push,1,3,11,10,38.75,24.75,6.0,180.0,1.0,,389.0
0004S0000153,4,2025-06-15,7,normal,0.9504511256221392,Push,1,4,10,11,38.75,25.0,3.0,180.0,1.0,,389.0
0004S0000154,4,2025-06-15,7,normal,0.9504511256221392,Push,3,1,7,7,33.5,29.25,2.0,150.0,1.0,,389.0
0004S0000155,4,2025-06-15,7,normal,0.9504511256221392,Push,3,2,6,6,33.5,29.75,6.0,150.0,1.0,,389.0
0004S0000156,4,2025-06-18,8,normal,1.0646967712435669,Pull,8,1,8,7,31.25,24.25,5.5,120.0,1.0,,390.0
0004S0000157,4,2025-06-18,8,normal,1.0646967712435669,Pull,8,2,11,10,31.25,23.25,3.5,120.0,1.0,,390.0
0004S0000158,4,2025-06-18,8,normal,1.0646967712435669,Pull,9,1,8,8,38.75,26.25,5.5,90.0,3.0,,390.0
0004S0000159,4,2025-06-18,8,normal,1.0646967712435669,Pull,9,2,10,8,38.75,23.75,4.0,90.0,3.0,,390.0
0004S0000160,4,2025-06-18,8,normal,1.0646967712435669,Pull,9,3,11,11,38.75,24.75,1.5,90.0,3.0,,390.0
0004S0000161,4,2025-06-18,8,normal,1.0646967712435669,Pull,9,4,7,7,38.75,26.0,4.5,90.0,3.0,,390.0
0004S0000162,4,2025-06-18,8,normal,1.0646967712435669,Pull,9,5,11,10,38.75,24.25,5.0,90.0,3.0,,390.0
0004S0000163,4,2025-06-18,8,normal,1.0646967712435669,Pull,10,1,8,9,39.0,25.75,4.0,90.0,2.0,,390.0
0004S0000164,4,2025-06-18,8,normal,1.0646967712435669,Pull,10,2,8,6,39.0,27.0,6.0,90.0,2.0,,390.0
0004S0000165,4,2025-06-18,8,normal,1.0646967712435669,Pull,10,3,11,9,39.0,24.0,5.5,90.0,2.0,Sentito bene,390.0
0004S0000166,4,2025-06-18,8,normal,1.0646967712435669,Pull,10,4,9,7,39.0,24.25,6.0,90.0,2.0,,390.0
0004S0000167,4,2025-06-18,8,normal,1.0646967712435669,Pull,10,5,12,13,39.0,24.25,5.0,90.0,2.0,,390.0
0004S0000168,4,2025-06-18,8,normal,1.0646967712435669,Pull,12,1,6,6,33.25,,7.0,120.0,2.0,,390.0
0004S0000169,4,2025-06-18,8,normal,1.0646967712435669,Pull,12,2,7,6,33.25,24.0,4.5,120.0,2.0,,390.0
0004S0000170,4,2025-06-18,8,normal,1.0646967712435669,Pull,12,3,7,6,33.25,25.0,4.0,120.0,2.0,,390.0
0004S0000171,4,2025-06-23,9,normal,0.964904290185004,Legs,16,1,7,7,34.75,26.0,4.0,180.0,1.0,,391.0
0004S0000172,4,2025-06-23,9,normal,0.964904290185004,Legs,16,2,7,8,34.75,26.25,3.0,180.0,1.0,,391.0
0004S0000173,4,2025-06-23,9,normal,0.964904290185004,Legs,17,1,12,10,35.5,22.5,3.0,180.0,3.0,,391.0
0004S0000174,4,2025-06-23,9,normal,0.964904290185004,Legs,17,2,7,7,35.5,27.25,6.5,180.0,3.0,,391.0
0004S0000175,4,2025-06-23,9,normal,0.964904290185004,Legs,17,3,11,9,35.5,24.0,2.5,180.0,3.0,,391.0
0004S0000176,4,2025-06-23,9,normal,0.964904290185004,Legs,15,1,11,11,39.75,25.25,2.0,120.0,1.0,,391.0
0004S0000177,4,2025-06-23,9,normal,0.964904290185004,Legs,15,2,8,9,39.75,25.25,4.5,120.0,1.0,,391.0
0004S0000178,4,2025-06-23,9,normal,0.964904290185004,Legs,13,1,12,12,37.75,22.25,4.0,90.0,2.0,,391.0
0004S0000179,4,2025-06-23,9,normal,0.964904290185004,Legs,13,2,6,5,37.75,23.75,2.5,90.0,2.0,,391.0
0004S0000180,4,2025-06-23,9,normal,0.964904290185004,Legs,13,3,11,10,37.75,22.0,4.0,90.0,2.0,,391.0
0004S0000181,4,2025-06-24,9,normal,0.964904290185004,Push,4,1,8,7,48.75,29.75,5.5,90.0,3.0,,392.0
0004S0000182,4,2025-06-24,9,normal,0.964904290185004,Push,4,2,8,8,48.75,30.25,4.5,90.0,3.0,,392.0
0004S0000183,4,2025-06-24,9,normal,0.964904290185004,Push,4,3,8,8,48.75,29.75,4.5,90.0,3.0,,392.0
0004S0000184,4,2025-06-24,9,normal,0.964904290185004,Push,4,4,10,9,48.75,30.75,6.0,90.0,3.0,,392.0
0004S0000185,4,2025-06-24,9,normal,0.964904290185004,Push,4,5,11,10,48.75,29.75,3.0,90.0,3.0,,392.0
0004S0000186,4,2025-06-24,9,normal,0.964904290185004,Push,5,1,10,10,43.5,31.0,6.5,150.0,1.0,,392.0
0004S0000187,4,2025-06-24,9,normal,0.964904290185004,Push,5,2,11,11,43.5,30.0,5.5,150.0,1.0,,392.0
0004S0000188,4,2025-06-24,9,normal,0.964904290185004,Push,5,3,9,8,43.5,31.25,5.0,150.0,1.0,,392.0
0004S0000189,4,2025-06-24,9,normal,0.964904290185004,Push,5,4,10,9,43.5,30.75,3.5,150.0,1.0,,392.0
0004S0000190,4,2025-06-24,9,normal,0.964904290185004,Push,1,1,8,8,39.75,25.75,4.0,120.0,1.0,,392.0
0004S0000191,4,2025-06-24,9,normal,0.964904290185004,Push,1,2,12,11,39.75,24.75,2.5,120.0,1.0,,392.0
0004S0000192,4,2025-06-24,9,normal,0.964904290185004,Push,1,3,11,11,39.75,23.0,3.0,120.0,1.0,,392.0
0004S0000193,4,2025-06-24,9,normal,0.964904290185004,Push,3,1,6,6,33.25,27.25,3.0,150.0,2.0,,392.0
0004S0000194,4,2025-06-24,9,normal,0.964904290185004,Push,3,2,10,9,33.25,25.75,5.0,150.0,2.0,,392.0
0004S0000195,4,2025-06-24,9,normal,0.964904290185004,Push,3,3,7,7,33.25,27.75,4.5,150.0,2.0,,392.0
0004S0000196,4,2025-06-30,10,normal,1.1376855912669426,Pull,8,1,10,9,30.25,22.5,4.5,180.0,3.0,,393.0
0004S0000197,4,2025-06-30,10,normal,1.1376855912669426,Pull,8,2,6,5,30.25,24.5,5.0,180.0,3.0,,393.0
0004S0000198,4,2025-06-30,10,normal,1.1376855912669426,Pull,8,3,7,7,30.25,25.5,6.0,180.0,3.0,,393.0
0004S0000199,4,2025-06-30,10,normal,1.1376855912669426,Pull,9,1,8,7,37.75,27.0,4.5,180.0,3.0,,393.0
0004S0000200,4,2025-06-30,10,normal,1.1376855912669426,Pull,9,2,11,10,37.75,23.0,4.5,180.0,3.0,,393.0
0004S0000201,4,2025-06-30,10,normal,1.1376855912669426,Pull,9,3,9,8,37.75,25.25,6.5,180.0,3.0,,393.0
0004S0000202,4,2025-06-30,10,normal,1.1376855912669426,Pull,9,4,11,11,37.75,23.75,5.5,180.0,3.0,,393.0
0004S0000203,4,2025-06-30,10,normal,1.1376855912669426,Pull,10,1,10,10,37.5,24.0,4.5,120.0,1.0,,393.0
0004S0000204,4,2025-06-30,10,normal,1.1376855912669426,Pull,10,2,12,12,37.5,23.25,5.0,120.0,1.0,,393.0
0004S0000205,4,2025-06-30,10,normal,1.1376855912669426,Pull,10,3,10,10,37.5,25.75,4.5,120.0,1.0,,393.0
0004S0000206,4,2025-06-30,10,normal,1.1376855912669426,Pull,12,1,7,5,30.75,24.0,3.5,150.0,3.0,,393.0
0004S0000207,4,2025-06-30,10,normal,1.1376855912669426,Pull,12,2,9,9,30.75,21.25,5.0,150.0,3.0,,393.0
0004S0000208,4,2025-06-30,10,normal,1.1376855912669426,Pull,12,3,12,11,30.75,20.5,1.0,150.0,3.0,,393.0
0004S0000209,4,2025-07-01,10,normal,1.1376855912669426,Legs,16,1,10,10,33.75,22.25,6.5,120.0,3.0,,394.0
0004S0000210,4,2025-07-01,10,normal,1.1376855912669426,Legs,16,2,6,6,33.75,25.0,6.0,120.0,3.0,,394.0
0004S0000211,4,2025-07-01,10,normal,1.1376855912669426,Legs,16,3,10,10,33.75,23.25,6.0,120.0,3.0,,394.0
0004S0000212,4,2025-07-01,10,normal,1.1376855912669426,Legs,17,1,11,10,35.75,23.0,4.5,120.0,2.0,,394.0
0004S0000213,4,2025-07-01,10,normal,1.1376855912669426,Legs,17,2,11,10,35.75,23.25,3.5,120.0,2.0,,394.0
0004S0000214,4,2025-07-01,10,normal,1.1376855912669426,Legs,17,3,8,8,35.75,25.75,4.0,120.0,2.0,,394.0
0004S0000215,4,2025-07-01,10,normal,1.1376855912669426,Legs,17,4,11,11,35.75,23.25,5.0,120.0,2.0,,394.0
0004S0000216,4,2025-07-01,10,normal,1.1376855912669426,Legs,17,5,9,9,35.75,22.75,3.5,120.0,2.0,,394.0
0004S0000217,4,2025-07-01,10,normal,1.1376855912669426,Legs,15,1,9,9,36.0,24.5,4.5,150.0,1.0,Recuperi corti,394.0
0004S0000218,4,2025-07-01,10,normal,1.1376855912669426,Legs,15,2,7,7,36.0,25.75,4.5,150.0,1.0,,394.0
0004S0000219,4,2025-07-01,10,normal,1.1376855912669426,Legs,15,3,6,7,36.0,27.25,5.0,150.0,1.0,,394.0
0004S0000220,4,2025-07-01,10,normal,1.1376855912669426,Legs,13,1,8,7,35.0,24.0,3.0,120.0,2.0,,394.0
0004S0000221,4,2025-07-01,10,normal,1.1376855912669426,Legs,13,2,7,6,35.0,24.0,4.0,120.0,2.0,,394.0
0004S0000222,4,2025-07-07,11,normal,0.9,Push,4,1,12,12,51.75,31.25,3.0,150.0,1.0,,395.0
0004S0000223,4,2025-07-07,11,normal,0.9,Push,4,2,12,10,51.75,30.0,4.0,150.0,1.0,,395.0
0004S0000224,4,2025-07-07,11,normal,0.9,Push,4,3,11,10,51.75,31.0,4.0,150.0,1.0,,395.0
0004S0000225,4,2025-07-07,11,normal,0.9,Push,5,1,11,10,47.25,26.25,5.0,180.0,3.0,Recuperi corti,395.0
0004S0000226,4,2025-07-07,11,normal,0.9,Push,5,2,8,8,47.25,28.25,3.5,180.0,3.0,Sentito bene,395.0
0004S0000227,4,2025-07-07,11,normal,0.9,Push,1,1,9,8,35.0,26.25,4.0,90.0,2.0,Sentito bene,395.0
0004S0000228,4,2025-07-07,11,normal,0.9,Push,1,2,8,7,35.0,25.75,6.0,90.0,2.0,,395.0
0004S0000229,4,2025-07-07,11,normal,0.9,Push,1,3,10,10,35.0,25.5,4.0,90.0,2.0,,395.0
0004S0000230,4,2025-07-07,11,normal,0.9,Push,3,1,6,5,39.25,28.0,4.5,180.0,2.0,,395.0
0004S0000231,4,2025-07-07,11,normal,0.9,Push,3,2,10,11,39.25,25.75,4.5,180.0,2.0,,395.0
0004S0000232,4,2025-07-07,11,normal,0.9,Push,3,3,11,11,39.25,23.25,4.0,180.0,2.0,,395.0
